"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0.764430663128947,0,-0.103680533689744,-0.00593853483955143,0,0,0,0,0,0,0,0,0,-0.0148510999225,0,0.0169539629495852,0,0,0,0,-0.102592809463193,0,0,0.058083875938364,0,0,0,0,0,0,0.00733323885321282,0,0,0.0290324078538845,0.0175200991887652,0,0,0,0.0499615341972801,0
0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.103679969861573,0,0.845944211462296,-0.108987260238367,-0.109824146897621,0,0,0,0,0,0,0,0,0,0,0.0141402986005683,0.0139456857373646,0,0,0,-0.0545236978122157,0,0,0.0873123868980631,0,0.013355756661237,0,0,0,-0.0480095787138168,0.0926038064350645,0,-0.0317879989365906,0.0379586973653709,0.0674539312711353,0,0,0,0.0551065560989633,0
-0.00593859667072143,0,-0.108987337307042,0.727334791527709,-0.00989819531453966,0,0,0,-0.0657846380707829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.109823983452559,-0.00989821747080925,0.758810906449528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304073262501638,-0.0162430335824339,0,0,0.0546147657660391,0,0,0,0,0,-0.0031768140108542,0.0656039670175711,0,-0.0274748755378577,0.0455011570139596,0.0236423591171811,0,0,0,0.020465182511654,0
0,0,0,0,0,0.703914658829109,0,0,0,0,0,0,0,0,-0.0148018464973529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.703781221298573,0,0,0,0,0,0,0,0,0,0,0,-0.0111867018665902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.0657846376620675,0,0,0,0,0.709701210704898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.71962833714208,0,0,0,0,0,0,0,0,0,0,0,-0.106429460394442,0,0,0,0,0,0,0,0,-0.0113031590835085,0,0,0,0,0,0
-0.014851097434642,0,0,0,0,0,0,0,0,0,0,0,0,0.704009647289836,0,0.00761292338562081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.0148018464973529,0,0,0,0,0,0,0,0,0.703914658829109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016953921513115,0,0.0141402772308642,0,0,0,0,0,0,0,0,0,0,0.00761292255698462,0,0.708248859224629,0,0,0,0,0,0,0,-0.0193289115835145,-0.0442768865854033,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00217313211848371,0
0,0,0.0139460002633225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736349272850559,0,0,0.0015148439013028,0.0267430533957906,0,0,-0.051782020641481,0,-0.084532954369835,0.0172184170746863,0,0,0,0,0,0,-0.0550651220350459,-0.0394338919287295,0,0,0,-0.00915008051969847,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.0304073494146762,0,0,-0.0111867018728447,0,0,0,0,0,0,0,0,0.00151484641816938,0,0,0.709509344869457,0,0,0,0,0,0.0142340404257017,0,0,0,0,0,0,0,0.0148596337468591,0,0,-0.0502304841061138,0,0,0
-0.102592637107779,0,-0.0545234681706489,0,-0.0162430568173924,0,0,0,0,0,0,0,0,0,0,0,0.0267429104019121,0,0,0,0.741339865288102,-0.00135808652065242,0,0.0170611941681743,0,0,0,0,0,0,0,0,0,0.0455516657453505,0.00993908676570585,0,0,0,0.0290509832118215,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013580866152158,0.703606028444758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0580837318036663,0,0.08731187368087,0,0.0546146688325622,0,0,0,0,0,0,0,0,0,0,-0.0193291138706241,-0.0517815606791927,0,0,0,0.0170612859555695,0,0,0.857613689001461,0,-0.0431651860205315,0,0,0,0,-0.017586000396959,0,0,-0.0885273878897854,-0.134050136024459,0,0,0,-0.15313512881049,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.106429459838027,0,0,-0.0442768896827915,0,0,0,0,0,0,0,0,0.722840102679531,0,0,0,0,0,0,0,0,-0.0203739604991849,0,0,0,0,0,0
0,0,0.013355919462768,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845328336096117,0,0,0.0142340359783769,0,0,0,-0.0431650707088058,0,0.733666328678766,0.0311488535503151,0,0,0,-0.0115574954070229,0,0,-0.00398846706634612,-0.0489779509413654,0,0,0,-0.0372887018271689,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172184120194119,0,0,0,0,0,0,0,0,0.0311488593965361,0.705714258404458,0,0,0,0,0,0,0.00573433065376496,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703603407092861,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.0480095756647436,0,-0.00317681519182675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70880922911938,0,0,-0.0325531325008687,0,0.000635963363368866,0,0,0,0,0
0.00733325732728107,0,0.0926035301886241,0,0.0656038611754503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175859016648615,0,-0.0115575690215932,0,0,0,0,0.761103895548143,0,0.00513399004436409,-0.0329428944623765,-0.0807594002064102,0,0,0,-0.0559565208125258,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704275610576472,0,0,-0.0165425475517399,0,0,0,-0.00983237015791279,0
0,0,-0.0317879226735046,0,-0.0274748267876657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325531434510969,0.00513399276435432,0,0.712715791144038,0,0.0345301423149318,0,0,0,0.0168704719963463,0
0.0290325382834588,0,0.0379585115627708,0,0.0455011171777179,0,0,0,0,0,0,0,-0.0113031605651996,0,0,0,-0.0550650413913677,0,0,0.0148596421127978,0.0455516954559907,0,0,-0.0885273555795877,-0.0203739563896293,-0.00398845499302813,0.00573433108337503,0,0,0,-0.0329429615116139,0,0,0.767133205201157,-0.0625104783271409,0,0,0,-0.0354807789663865,0
0.0175203701452693,0,0.0674536023934778,0,0.0236421791854619,0,0,0,0,0,0,0,0,0,0,0,-0.0394337777447525,0,0,0,0.00993895281250561,0,0,-0.134050001628637,0,-0.0489780430218813,0,0,0,0.000635984958777455,-0.0807593960587678,-0.0165425404732912,0.0345301526370318,-0.062510604951042,0.857129080129509,0,0,0,-0.18024858470333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703603407092861,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050230484050112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707171286026002,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703603407092861,0,0
0.0499616438170138,0,0.0551065309681517,0,0.0204651474732817,0,0,0,0,0,0,0,0,0,0,-0.00217306605121983,-0.00915008842726227,0,0,0,0.0290508901866653,0,0,-0.153135005158616,0,-0.0372886961056355,0,0,0,0,-0.0559564690946927,-0.00983236266820697,0.0168704641872446,-0.0354807970130045,-0.180248662516365,0,0,0,0.848855683797953,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703603407092861
